LNR,RESPONSE
43582,0.028146563
43590,0.028064964
43594,0.06572246
43909,0.0355576
43917,0.05471114
44561,0.023578992
45202,0.056265976
45210,0.020491876
41684,0.048130926
41691,0.021951957
42333,0.027494358
42660,0.02318028
42963,0.026939698
42979,0.022103505
43287,0.021202873
44582,0.028177794
45233,0.026364077
45544,0.022286275
45550,0.020991696
40729,0.021413447
41379,0.031109195
41395,0.04184979
4332,0.021268211
4346,0.02326746
4044,0.06058484
5031,0.03524969
5033,0.021789901
5057,0.04588261
4737,0.03465589
5067,0.0409098
4757,0.02115774
4758,0.028818512
4762,0.025018355
4780,0.028818512
5183,0.035064325
5191,0.027246214
5198,0.028818512
4802,0.031781968
5126,0.029601876
5132,0.036132086
4830,0.03870027
5154,0.034898676
4854,0.028818512
4861,0.02245022
5180,0.023493974
4574,0.022020107
4896,0.025338624
4592,0.025402749
4599,0.022422442
4914,0.048198353
4604,0.02309546
4932,0.028342996
4623,0.025130492
4633,0.048189834
4636,0.02274888
4944,0.020750625
4949,0.032443047
4644,0.028818512
4977,0.042541273
4674,0.028144598
4986,0.031800922
4683,0.02061264
4686,0.020767862
4691,0.021059055
4700,0.038051665
5018,0.025510646
5341,0.035663765
5646,0.0409059
5647,0.028177794
5649,0.02180736
5661,0.023195785
5671,0.055141225
5677,0.05046613
5375,0.024361495
5396,0.031626742
5410,0.02113362
5411,0.021829158
5714,0.049579207
5427,0.023477636
5436,0.02074787
5725,0.04192974
5733,0.04523934
5454,0.06560631
10241,0.021850005
10566,0.02205056
10579,0.021931283
929,0.024380099
935,0.048950765
1261,0.02135999
951,0.025728535
952,0.028113404
955,0.027383272
1295,0.055851802
966,0.022173231
974,0.023535553
1305,0.022755297
995,0.04471137
998,0.021653367
1403,0.040138997
1001,0.024528222
1009,0.025341727
1338,0.048430268
1029,0.028818512
1053,0.021046108
1062,0.021179384
1067,0.021681968
1071,0.022276033
9957,0.023753626
9960,0.04614987
9671,0.028113404
9680,0.038784873
9982,0.054379184
9700,0.038781676
9712,0.030018466
10023,0.042903252
10042,0.022989476
10043,0.02189393
10048,0.040229503
10049,0.021582497
10054,0.021729385
10057,0.022179553
10388,0.021428376
10396,0.023505293
10700,0.024913754
10716,0.028144598
10418,0.021903103
10730,0.039473906
10733,0.025457013
10429,0.055969562
10844,0.0217747
10856,0.02126221
10448,0.021324225
10451,0.02083138
10458,0.032368876
10743,0.02074742
10753,0.022074537
10756,0.022041565
10465,0.038158655
10488,0.04879608
10490,0.022899007
10495,0.029601876
10510,0.02640618
10818,0.026293306
10531,0.021221783
10823,0.023174621
10544,0.0463857
10553,0.024167594
31437,0.021815717
31442,0.024231331
31451,0.046081357
31453,0.05276275
31143,0.03326809
31146,0.023482304
31149,0.028113404
31460,0.03248948
31466,0.036998786
31472,0.028177794
31788,0.022775324
32113,0.028818512
31807,0.021897275
32122,0.02776005
32127,0.021250283
31820,0.02114695
31832,0.028818512
32267,0.026175067
31860,0.026400764
31873,0.03332092
32168,0.036432415
32177,0.028113404
31882,0.030481761
31896,0.041266225
31910,0.0242272
32211,0.049285896
32232,0.048922367
31943,0.028144598
31950,0.027005484
32243,0.05710009
31966,0.02889203
31976,0.038747072
31666,0.021115342
31674,0.02621761
31989,0.04066491
31990,0.02284483
31991,0.031537052
31997,0.021349436
31692,0.028818512
31719,0.021829814
31723,0.04871631
32039,0.02235751
32042,0.021391256
31739,0.028177794
32061,0.022016602
32062,0.022433043
44333,0.021829065
44656,0.022473551
44658,0.03077656
44976,0.02205997
44990,0.028818512
45312,0.032427564
45644,0.02294998
41146,0.028818512
41459,0.04440689
41462,0.03467032
41787,0.02208334
42422,0.037241522
42743,0.021105219
43076,0.020631073
44350,0.02767825
44353,0.02173459
44356,0.024859054
25163,0.028146563
25490,0.026552385
25811,0.028818512
25501,0.031097438
25502,0.022194477
25505,0.022478005
25835,0.025337027
25966,0.02422316
25973,0.023155136
25570,0.026829798
25862,0.021779668
25871,0.023569327
25877,0.023133181
34738,0.02078904
34445,0.0245757
34447,0.023742422
34754,0.034652527
34764,0.07174722
34772,0.038519163
34775,0.022126585
34484,0.023227273
34180,0.034613993
34199,0.0294174
34527,0.028818512
34226,0.038671486
34555,0.025726391
34243,0.04460748
34252,0.021610472
34267,0.023260562
34276,0.041056484
34584,0.027778402
34283,0.028818512
34290,0.028478606
34291,0.025788967
34295,0.04384666
34599,0.02186813
34603,0.039126944
35267,0.030618776
35270,0.023224775
35279,0.033006236
35300,0.025020404
34981,0.023752216
35338,0.037948407
35425,0.033479962
35426,0.028780442
35432,0.055415362
35022,0.050507665
35347,0.027395923
35062,0.051720846
35072,0.02652622
35104,0.0246542
35106,0.029128322
35114,0.02416887
35131,0.022121212
21744,0.022140125
21754,0.030472564
21784,0.02193694
22088,0.024042105
22095,0.021316545
21806,0.03614972
21811,0.023066891
22099,0.039582696
22104,0.041716408
21819,0.028177794
21822,0.020974599
21834,0.033108685
21858,0.044899624
21862,0.045765445
21875,0.022483049
22163,0.023513142
21909,0.020530855
21910,0.040737595
21913,0.03885242
21650,0.02204548
21966,0.022557575
21977,0.028113404
21662,0.024189347
21665,0.020599626
21668,0.02070179
21683,0.029537555
21697,0.03476215
22665,0.02247493
31548,0.0363207
31553,0.021251183
31555,0.022777574
31232,0.022159008
31647,0.0343467
31243,0.022068577
31266,0.036749028
31274,0.0257095
31590,0.024388973
31294,0.025305895
31296,0.03619394
31600,0.0236856
31314,0.02127159
31358,0.025803735
31369,0.022660242
31376,0.023025585
31070,0.023227083
31382,0.028768852
31385,0.02268724
31393,0.02096003
31086,0.03196459
31114,0.027134158
12861,0.020705203
13182,0.028818512
13185,0.021815954
13190,0.020648703
13194,0.044181913
13536,0.028818512
13542,0.025153354
13559,0.02152132
13600,0.026004285
13608,0.038346965
13922,0.025280878
13934,0.032056503
13634,0.02070345
13948,0.05355161
13961,0.05608753
13973,0.05446697
13976,0.021681746
13987,0.021529792
13989,0.022654342
13993,0.023901694
13685,0.027213497
13397,0.040706005
13714,0.022699136
13408,0.02307135
13416,0.044505883
13734,0.028768929
13429,0.029601876
13743,0.023293693
13745,0.021963244
13440,0.039915472
13455,0.021752443
13461,0.028113404
13469,0.048489425
13780,0.02241009
13483,0.02104143
13486,0.020888954
13805,0.047798153
13503,0.025323568
13821,0.02267473
14154,0.02406255
14463,0.040036656
14464,0.022563597
14467,0.021335796
14484,0.02437346
14494,0.028595015
14182,0.041201282
14513,0.02322709
14517,0.028818512
14200,0.020861184
14230,0.028144598
14533,0.022051325
14536,0.04344136
14245,0.054656368
14246,0.024364738
14260,0.022734977
14263,0.08672038
14571,0.028144598
14574,0.02434244
14278,0.02150178
14279,0.022192137
14585,0.040522493
14589,0.04259354
14590,0.024249744
3494,0.030308329
3497,0.0219547
3824,0.023674501
3839,0.028818512
3513,0.04915695
3937,0.022681119
3532,0.022058824
3533,0.023748662
3537,0.050000254
3848,0.029601876
3543,0.042505763
3549,0.0452059
3553,0.02413209
3871,0.027636334
3880,0.021499874
3568,0.05190315
3573,0.025875177
3898,0.058919344
3585,0.02554237
3591,0.028144598
3313,0.040751826
3628,0.030285798
3356,0.02372568
3666,0.021030856
3390,0.02252663
3704,0.022777818
3719,0.022920338
3406,0.029601876
3722,0.040468033
3438,0.04083961
3743,0.023070179
3751,0.0218327
4386,0.023445603
4081,0.03993281
4084,0.02109559
4086,0.050883055
4407,0.028818512
4420,0.028113404
4106,0.023435486
4108,0.024847126
4113,0.07218031
4114,0.022751303
4429,0.02105971
4433,0.041638695
4124,0.026907347
4145,0.040712476
4465,0.029601876
4218,0.021907724
4504,0.02166276
4520,0.028144598
4523,0.03578911
4249,0.020699326
3946,0.021151165
3950,0.022589916
4293,0.02703342
5752,0.028818512
5470,0.027672973
5775,0.021451965
5777,0.02236557
5492,0.02462825
5494,0.044835884
5495,0.028363911
5788,0.0397596
5793,0.028113404
14054,0.046614233
14057,0.029610816
14398,0.021010589
14416,0.027502218
14098,0.02349778
14100,0.028144598
14103,0.024724687
14106,0.021147992
14421,0.028144598
14426,0.04368545
14430,0.032265175
14128,0.021500435
14130,0.042612504
15110,0.023559973
14789,0.03302745
14793,0.022956371
15120,0.020601647
15128,0.024762059
15138,0.02320523
14849,0.020715158
14853,0.022680972
14859,0.022542063
15199,0.027978016
14903,0.023191065
14929,0.023745986
14935,0.04700341
15253,0.022945445
14937,0.02240114
14949,0.025944635
14951,0.028907316
14676,0.028818512
15000,0.029391678
15014,0.021767754
14712,0.025911428
15022,0.021226091
15037,0.031459473
15041,0.02098964
14753,0.0217463
15062,0.02365988
15072,0.022874333
14772,0.043391272
14775,0.020654418
15736,0.020724783
15421,0.020612434
15424,0.047524635
15437,0.028494412
15752,0.046405345
15755,0.028113404
2158,0.022437504
2160,0.021342505
2161,0.023193825
2490,0.028144598
2493,0.041768115
2497,0.041181587
3120,0.022938592
3123,0.022302123
2830,0.028818512
3145,0.02635094
2871,0.021766465
3282,0.026800897
3288,0.021089723
2883,0.023208786
3187,0.028680516
2904,0.043854173
2909,0.021142317
3205,0.028818512
3234,0.027420243
3244,0.022115774
3245,0.024530616
3248,0.058811996
2960,0.028113404
2964,0.04827983
3260,0.021359641
3275,0.026154203
3279,0.042044032
2984,0.025682814
2987,0.022393538
2992,0.027263097
2708,0.023149567
2718,0.025358409
3022,0.027233228
3036,0.023030283
2720,0.022903211
2735,0.020745365
3053,0.020881826
3060,0.028818512
3071,0.04074325
3760,0.021708502
12309,0.0222665
12322,0.043028988
12352,0.027299304
12692,0.021748662
12382,0.028818512
12703,0.022173738
12710,0.023244318
12727,0.021867765
12428,0.024161788
12444,0.022364777
12447,0.055736974
12451,0.039660055
77557,0.02279047
78505,0.028818512
78821,0.02183784
79784,0.020579325
80100,0.02920244
80423,0.020805389
80437,0.046097446
80750,0.04605855
81060,0.025523227
81068,0.02334993
81075,0.021321747
81381,0.029601876
76604,0.020851914
77252,0.02372583
77562,0.022874856
78212,0.028082779
78214,0.064184435
78518,0.034917157
78520,0.02964469
78521,0.039974682
78857,0.022886828
79163,0.02291586
79803,0.021903126
80123,0.02167549
80136,0.045483876
80138,0.024864817
80450,0.020646045
80454,0.021138703
80455,0.03975846
80457,0.050498564
81401,0.022167696
2266,0.023347713
2595,0.028655913
2289,0.023492957
2609,0.022277247
2611,0.028818512
2613,0.021527443
2616,0.022725184
2628,0.023630701
2654,0.02220904
2346,0.020978926
2356,0.024946075
2057,0.028177794
2364,0.040673535
2372,0.024611777
2083,0.028818512
2115,0.021615887
2116,0.025347615
2117,0.027014747
2442,0.041544244
2454,0.020882046
2147,0.021969525
71153,0.023268482
66365,0.023754645
66998,0.02181195
67003,0.023600975
67007,0.050408524
67012,0.023949571
67317,0.051813114
57463,0.02341455
58098,0.022920214
58105,0.021095464
58414,0.021723622
58420,0.046978038
58746,0.028144598
59061,0.028818512
59068,0.068307646
59375,0.028144598
59376,0.026774956
59387,0.021955442
59700,0.028113404
60026,0.02732616
60028,0.023300653
60348,0.03261503
60655,0.022442205
60657,0.028818512
60973,0.047222696
56201,0.042816058
56525,0.022570264
56837,0.022547737
56843,0.02133958
56845,0.021087464
57164,0.028144598
57805,0.022924058
57806,0.020899339
57808,0.023556937
58111,0.024640473
58436,0.04846066
58447,0.024213823
58751,0.04195861
59073,0.026364697
59396,0.023780711
59405,0.028177794
59716,0.03109845
60037,0.024762819
60045,0.029601876
60357,0.021545168
60363,0.02207463
60672,0.07147644
60684,0.028144598
60687,0.02735846
61006,0.021390252
56220,0.024961464
56222,0.022742774
56539,0.021747796
56540,0.022386096
56548,0.020890942
57497,0.024480999
57509,0.028818512
57821,0.02381173
58135,0.022619937
58458,0.028177794
58790,0.03758906
59424,0.031124413
59425,0.02587773
65474,0.022050565
65484,0.021036467
65797,0.022705449
65810,0.024476066
65812,0.023129081
70503,0.028818512
70505,0.023927314
70825,0.028115615
70831,0.023428388
70832,0.021293396
32454,0.025613885
32781,0.036188442
32789,0.02115824
32812,0.022309195
32506,0.020981723
32512,0.028538194
32844,0.025825158
32845,0.043747723
32852,0.041303452
32875,0.02175978
32897,0.028113404
32585,0.023794057
32279,0.022156678
32600,0.034387868
32610,0.021793956
32615,0.028818512
32635,0.02168134
32638,0.036718566
32340,0.03851443
32345,0.021839906
32664,0.021853143
32674,0.024633788
32393,0.023333257
32702,0.021929916
32411,0.022389874
33048,0.037989207
33094,0.04905188
33402,0.040158566
33413,0.025907725
33105,0.020975243
33131,0.025573473
33168,0.026888767
33460,0.040176775
33461,0.021169368
33473,0.028818512
33180,0.028144598
33214,0.021796117
33219,0.043623056
33226,0.021819977
32929,0.027656604
32934,0.028818512
33241,0.021070393
41842,0.03469384
42495,0.021271443
42807,0.021059778
42808,0.023417475
42810,0.05491045
43122,0.04652818
44100,0.028113404
44411,0.06637301
44418,0.023043226
45388,0.03227346
45394,0.03254882
45399,0.023839701
41541,0.028113404
41866,0.028146563
41875,0.036004618
42189,0.023250312
42196,0.04315271
42517,0.030860526
42521,0.020914039
42829,0.028144598
43477,0.020981213
44119,0.029601876
44755,0.0219531
45407,0.04285739
45414,0.023977434
40586,0.021833517
40917,0.028818512
41572,0.04450844
41889,0.03508809
41891,0.020651177
41897,0.04861307
42202,0.023431698
42216,0.028113404
42539,0.052856416
42855,0.02387243
43173,0.026529454
43482,0.028818512
43486,0.020759698
43487,0.026074233
43803,0.033272468
44131,0.020906419
44453,0.047783386
44776,0.020896114
45103,0.02157043
45436,0.04275702
40614,0.02138829
40937,0.023174169
41272,0.023261879
41274,0.03202925
41586,0.023185086
41591,0.038601916
41595,0.021165391
42237,0.063995816
70257,0.030876664
75682,0.021228446
76004,0.045336213
72500,0.023535948
72817,0.022206027
73461,0.03718796
73785,0.021546008
73795,0.022315193
73796,0.025267176
74105,0.021426475
74116,0.034266055
74435,0.022542346
74743,0.021596909
75071,0.02316825
75709,0.02166295
73477,0.021030823
73483,0.039015993
73798,0.036428608
74125,0.024147399
74128,0.021089816
74450,0.023918701
74769,0.027885007
74774,0.04338649
75085,0.02215563
75089,0.029601876
75406,0.03898233
76057,0.03894768
76374,0.027496098
76376,0.04178101
71902,0.028144598
71903,0.039863788
72549,0.028113404
72550,0.041979734
73179,0.025406625
74466,0.028113404
77547,0.043911632
22773,0.033206727
22469,0.028146563
22779,0.036646135
22795,0.029601876
22796,0.021315077
22482,0.026259243
22487,0.04166479
22491,0.02295663
22817,0.043836784
22216,0.036191262
22537,0.028146563
22542,0.022510884
22556,0.036513656
22568,0.02246452
22261,0.022109866
22266,0.022662021
22274,0.021522166
22584,0.024897251
22281,0.021553457
22618,0.024157543
22312,0.024029281
22329,0.028146563
22643,0.021897322
22959,0.038984906
23280,0.022203915
22996,0.022349149
22997,0.022556003
23315,0.023643294
23033,0.028818512
23455,0.039402388
23339,0.040121485
23371,0.023591725
23080,0.04149991
23384,0.024115745
23101,0.023185281
23118,0.020629287
23400,0.022262083
23139,0.022843352
22850,0.025689427
22881,0.022468753
22891,0.021918083
32071,0.02963311
32076,0.04114099
31775,0.028146563
32743,0.024866223
32438,0.044873238
32443,0.02541201
45011,0.022394722
45327,0.07149801
45332,0.024165936
45334,0.024001753
40520,0.032259904
40846,0.029601876
41159,0.031123932
41489,0.02231954
41807,0.038729202
41813,0.032556042
42128,0.047021057
42450,0.025452027
43406,0.022031505
43411,0.026348403
43417,0.023775343
43726,0.050964613
45024,0.028144598
40853,0.022835923
41510,0.04505533
41514,0.031756364
41832,0.02295672
41838,0.023996599
42156,0.028113404
42475,0.03042576
42798,0.033642467
43107,0.040619116
43111,0.028818512
43120,0.02256429
43121,0.029601876
43422,0.02115039
44070,0.031970225
45042,0.028818512
40546,0.020786798
41522,0.028818512
54649,0.021045242
54650,0.028144598
54973,0.059295893
54986,0.022697303
55300,0.02175833
55306,0.024646005
55617,0.029601876
55619,0.039608847
51440,0.02467685
51442,0.033328284
51443,0.024794348
51772,0.022593422
52104,0.028818512
52424,0.028818512
52434,0.04735593
53069,0.022967948
54025,0.037349775
54362,0.022734305
54674,0.021167774
54678,0.028818512
54995,0.058874235
55314,0.035189938
55322,0.050495982
55639,0.062628776
55644,0.025150815
51135,0.028818512
51462,0.028818512
51466,0.022163091
52123,0.022325328
52456,0.028818512
52776,0.028818512
53090,0.02129481
53095,0.035889868
53407,0.028113404
53729,0.022465345
53735,0.028144598
54047,0.02247914
54692,0.028113404
55017,0.042090025
55020,0.03385955
55027,0.032935586
55028,0.040482093
55657,0.032346085
55660,0.040553506
50841,0.050825875
50846,0.022875907
52143,0.02272975
53436,0.027062742
53758,0.024221756
54064,0.040940825
54073,0.045169238
54395,0.021484407
54397,0.025606977
54402,0.028113404
55048,0.02389597
55358,0.028113404
55678,0.023546454
50858,0.024683291
51181,0.02278387
66118,0.038116224
66125,0.021766778
61671,0.02097497
62299,0.028146563
62613,0.021180091
63253,0.065497436
63255,0.0630846
63577,0.045236133
63580,0.024255414
63586,0.021258412
64217,0.022948999
64223,0.021173859
64226,0.02474133
64855,0.0387618
65189,0.02062904
65497,0.028144598
65816,0.021740716
61368,0.024133436
61994,0.028144598
61996,0.025234336
62010,0.028818512
62960,0.028113404
62961,0.04790503
63288,0.021988349
63596,0.023398306
64558,0.020791413
64562,0.022197332
64882,0.026979104
65210,0.04226077
66156,0.043299906
61705,0.022643125
62026,0.020607905
62348,0.020644862
62656,0.033458427
62665,0.033524882
62974,0.022114182
62988,0.021001792
63295,0.025326379
63297,0.026978534
63305,0.02342896
63624,0.021740023
64895,0.04584708
65216,0.021009121
65228,0.047003508
65863,0.02069012
65870,0.028146563
61084,0.04912002
61716,0.022228548
62686,0.028818512
62689,0.026581598
62692,0.023665056
63319,0.02291218
68020,0.024707057
68337,0.021968808
68660,0.023973793
68673,0.045757186
68977,0.025761068
69297,0.029601876
69306,0.03817726
54522,0.028146563
54848,0.023709679
55154,0.024358923
55163,0.028818512
55165,0.03583206
55805,0.028146563
55808,0.02342591
50990,0.026136216
51641,0.020865848
51964,0.0227278
52607,0.028144598
52608,0.023120847
52924,0.021301657
52934,0.024850577
53253,0.040295944
53262,0.024380054
53902,0.025567476
54205,0.033513427
54208,0.02325293
54218,0.027229339
54861,0.022602094
54862,0.02057325
51001,0.043009836
61152,0.031764973
61155,0.023689862
61162,0.020795163
61793,0.029160718
61799,0.023462527
62127,0.028818512
62754,0.028144598
63078,0.023877496
64035,0.057988692
64048,0.024757218
64688,0.023102405
65010,0.039721362
65314,0.020674622
65329,0.022922944
65635,0.02259027
65645,0.02431712
65957,0.022338433
65960,0.02718259
65965,0.029601876
61179,0.025506118
61511,0.023082381
61819,0.04048712
61827,0.04069462
63422,0.023292858
63739,0.036717325
63744,0.02205692
63751,0.03343144
64376,0.027319558
64379,0.021344472
45499,0.028146563
40673,0.035524715
40992,0.039553367
40998,0.03156799
41318,0.021900881
41327,0.029601876
41966,0.043060236
41975,0.041410305
42292,0.028818512
43574,0.02654193
44213,0.028144598
44548,0.02300598
44861,0.051439073
44864,0.025804954
45185,0.021475306
45187,0.028818512
45513,0.021570992
45520,0.023280809
40695,0.021162871
40705,0.05665395
54147,0.022019194
54479,0.02151592
54789,0.028144598
55127,0.021961473
55753,0.028818512
